bonus_id,time,start,status
8,18:24,139,初当り
7,17:58,20,継続
6,17:55,74,継続
5,17:50,35,継続
4,17:46,4,継続
3,17:43,222,初当り
2,17:11,325,初当り
1,15:25,351,初当り
