bonus_id,time,start,status
20,19:56,27,継続
19,19:52,38,継続
18,19:48,5,継続
17,19:45,6,継続
16,19:42,89,継続
15,19:35,256,初当り
14,18:12,8,継続
13,18:09,36,継続
12,18:05,48,継続
11,18:01,53,継続
10,17:56,12,継続
9,17:50,26,継続
8,17:47,488,初当り
7,16:17,104,初当り
6,16:10,8,継続
5,16:07,118,初当り
4,15:56,97,継続
3,15:50,23,継続
2,15:46,2,継続
1,15:43,512,初当り
