bonus_id,time,start,status
18,20:01,40,継続
17,19:56,85,継続
16,19:50,12,継続
15,19:47,6,継続
14,19:44,42,継続
13,19:39,10,継続
12,19:36,252,初当り
11,17:44,32,継続
10,17:40,384,初当り
9,15:37,94,継続
8,15:25,588,初当り
7,12:07,72,継続
6,12:01,3,継続
5,11:58,102,初当り
4,11:49,20,継続
3,11:46,92,継続
2,11:40,58,継続
1,11:32,358,初当り
