bonus_id,time,start,status
21,21:55,312,初当り
20,20:52,98,継続
19,20:42,58,継続
18,20:32,29,継続
17,20:29,32,継続
16,20:25,2,継続
15,20:22,821,初当り
14,17:10,21,継続
13,17:06,81,継続
12,16:52,98,継続
11,16:45,65,継続
10,16:39,534,初当り
9,14:36,297,初当り
8,13:50,24,継続
7,13:46,32,継続
6,13:42,14,継続
5,13:39,590,初当り
4,11:33,58,継続
3,11:21,10,継続
2,11:17,192,初当り
1,10:53,23,初当り
