Date,Machine,Group,Island,Open,High,Low,Close,Source,PointCount
2026/08/21,0035,8,s2,0,6121,-4622,6121,svg,29
2026/08/21,0036,9,s2,0,9569,-4800,9397,svg,36
2026/08/21,0037,1,s2,0,5862,-2400,5690,svg,42
2026/08/21,0038,2,s2,0,4397,-9422,3621,svg,43
2026/08/21,0039,3,s3,0,5000,-4533,-3022,svg,41
2026/08/21,0040,4,s3,0,12931,-2844,7586,svg,40
2026/08/21,0041,5,s3,0,21322,-2809,19835,svg,41
2026/08/21,0042,6,s3,0,3707,-5422,3362,svg,42
2026/08/21,0043,7,s3,0,3103,-12089,-12089,svg,42
2026/08/21,0044,8,s3,0,12931,-533,5690,svg,40
2026/08/21,0045,9,s3,0,1207,-13156,-13156,svg,36
2026/08/21,0046,1,s3,0,8621,-8889,-8889,svg,42
2026/08/21,0047,2,s3,0,5345,-5067,517,svg,42
2026/08/21,0048,3,s3,0,2241,-15822,-10311,svg,46
2026/08/21,0049,4,s3,0,0,-12622,-12622,svg,35
2026/08/21,0050,5,s3,0,2155,-8622,-4444,svg,45
2026/08/21,0051,6,s3,0,2069,-10311,-10311,svg,34
2026/08/21,0052,7,s3,0,4914,-8444,-8444,svg,49
2026/08/21,0053,8,s3,0,12931,-6222,6552,svg,47
2026/08/21,0054,9,s3,0,0,-17600,-8533,svg,51
2026/08/21,0055,1,s3,0,0,-10489,-2133,svg,38
2026/08/21,0056,2,s3,0,2414,-9422,1379,svg,44
2026/08/21,0057,3,s3,0,31538,-779,17692,svg,50
2026/08/21,0058,4,s4,0,0,-14578,-6400,svg,45
2026/08/21,0059,5,s4,0,13448,-6400,8621,svg,38
2026/08/21,0060,6,s4,0,19483,-2844,16724,svg,45
2026/08/21,0061,7,s4,0,5345,-4978,-2489,svg,31
2026/08/21,0062,8,s4,0,0,-14933,-10844,svg,44
2026/08/21,0063,9,s4,0,0,-10311,-10311,svg,38
2026/08/21,0064,1,s4,0,0,-6133,-6133,svg,41
2026/08/21,0065,2,s4,0,0,-24766,-24255,svg,46
2026/08/21,0066,3,s4,0,0,-11022,-8000,svg,38
2026/08/21,0067,4,s4,0,345,-9778,-7733,svg,34
2026/08/21,0068,5,s4,0,3103,-12089,172,svg,43
2026/08/21,0069,6,s4,0,0,-26298,-10979,svg,48
2026/08/21,0070,7,s4,0,0,-8089,-7200,svg,36
2026/08/21,0071,8,s4,0,8879,-7022,4397,svg,40
2026/08/21,0072,9,s4,0,18103,-356,11897,svg,40
2026/08/21,0073,1,s4,0,0,-15111,-15111,svg,45
2026/08/21,0074,2,s4,0,18966,-178,7586,svg,41
2026/08/21,0075,3,s4,0,0,-16889,-10311,svg,45
2026/08/21,0076,4,s4,0,2414,-6667,1897,svg,33
2026/08/21,0077,5,s4,0,17069,-8000,6034,svg,45
2026/08/21,0118,1,s7,0,0,-5511,-5511,svg,32
2026/08/21,0119,2,s7,0,0,-2133,-2133,svg,38
2026/08/21,0120,3,s7,0,0,-4622,-4622,svg,51
2026/08/21,0121,4,s7,0,0,-5778,-5778,svg,56
2026/08/21,0148,4,s8,0,0,-6756,-6756,svg,46
2026/08/21,0149,5,s8,0,0,-7733,-7733,svg,34
2026/08/21,0150,6,s8,0,0,-8978,-8978,svg,35
2026/08/21,0151,7,s8,0,18966,-1600,16034,svg,47
2026/08/21,0152,8,s8,0,0,-3467,-3467,svg,40
2026/08/21,0153,9,s8,0,0,-7556,-7556,svg,36
2026/08/21,0154,1,s9,0,0,-3733,-3733,svg,46
2026/08/21,0155,2,s9,0,10862,-711,6897,svg,45
2026/08/21,0156,3,s9,0,0,-1956,-1956,svg,45
2026/08/21,0157,4,s9,0,0,-6311,-3644,svg,48
2026/08/21,0158,5,s9,0,0,-7556,-7556,svg,32
2026/08/21,0159,6,s9,0,0,-5067,-5067,svg,29
2026/08/21,1015,7,sl2,0,0,-18,-18,svg,77
2026/08/21,1016,8,sl2,0,0,0,0,svg,87
2026/08/21,1017,9,sl2,0,0,-907,-907,svg,74
2026/08/21,1018,1,sl2,0,0,-36,-36,svg,43
2026/08/21,1173,3,sl1,0,2897,-178,1345,svg,45
2026/08/21,1174,4,sl1,0,0,-1902,-1902,svg,42
2026/08/21,1175,5,sl1,0,276,-1280,-18,svg,29
2026/08/21,1176,6,sl1,0,0,-2133,-1956,svg,41
2026/08/21,1177,7,sl1,0,0,-1564,-356,svg,48
2026/08/21,1178,8,sl1,0,517,-2098,-213,svg,42
2026/08/21,1179,9,sl1,0,0,-2240,-1813,svg,38
2026/08/21,1180,1,sl1,0,0,-1547,-1547,svg,42
