time,minute,g1,g2,g3,g4,g5,g6,g7,g8,g9,all39_total
09:00,540,0,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,0,0,0,0
09:45,585,0,0,0,0,0,0,0,0,0,0
09:50,590,0,0,0,0,0,0,0,0,0,0
09:55,595,0,0,0,0,0,0,0,0,0,0
10:00,600,0,0,0,0,0,0,0,0,0,0
10:05,605,0,0,0,0,0,0,0,0,0,0
10:10,610,0,-89,-178,-255,-178,0,0,0,0,-700
10:15,615,0,-89,-178,-255,-178,0,0,0,0,-700
10:20,620,0,-89,-178,-255,-178,0,0,0,0,-700
10:25,625,0,-356,-2311,-2514,-1422,0,0,0,0,-6603
10:30,630,0,-356,-2311,-2514,-1422,0,0,0,0,-6603
10:35,635,0,-356,-2311,-2514,-1422,0,0,0,0,-6603
10:40,640,0,-356,312,-3515,-1422,0,0,0,0,-4981
10:45,645,0,-356,312,-3515,-1422,0,0,0,0,-4981
10:50,650,0,-356,312,-3515,-1422,0,0,0,0,-4981
10:55,655,0,-356,312,-3515,-1422,0,0,0,0,-4981
11:00,660,-711,-356,-550,-747,1724,0,0,-711,-622,-1973
11:05,665,-711,-356,-550,-747,1724,0,0,-711,-622,-1973
11:10,670,-1322,-356,-1779,13,4483,0,0,-711,-978,-650
11:15,675,-1322,-356,-1779,13,4483,0,0,-711,-978,-650
11:20,680,-1322,-356,-1779,13,4483,0,0,-711,-978,-650
11:25,685,-1322,-356,-1779,13,4483,0,0,-711,-978,-650
11:30,690,-2955,-3911,-5690,87,5297,0,1897,8082,-2038,769
11:35,695,-2955,-3911,-5690,87,5297,0,1897,8082,-2038,769
11:40,700,-2955,-3911,-5690,87,5297,0,1897,8082,-2038,769
11:45,705,-2955,-6577,-5921,-677,3529,-356,517,9106,3210,-124
11:50,710,-2955,-6577,-5921,-677,3529,-356,517,9106,3210,-124
11:55,715,-2955,-6577,-5921,-677,3529,-356,517,9106,3210,-124
12:00,720,-2955,-6577,-5921,-677,3529,-356,517,9106,3210,-124
12:05,725,-3487,-5616,-5072,1021,1689,-1866,-622,12722,9126,7895
12:10,730,-3487,-5616,-5072,1021,1689,-1866,-622,12722,9126,7895
12:15,735,-3487,-5616,-5072,1021,1689,-1866,-622,12722,9126,7895
12:20,740,-3487,-5616,-5072,1021,1689,-1866,-622,12722,9126,7895
12:25,745,-3487,-5616,-5072,1021,1689,-1866,-622,12722,9126,7895
12:30,750,686,-4905,-5064,-2663,2432,-2755,-70,14408,13549,15618
12:35,755,686,-4905,-5064,-2663,2432,-2755,-70,14408,13549,15618
12:40,760,686,-4905,-5064,-2663,2432,-2755,-70,14408,13549,15618
12:45,765,686,-4905,-5064,-2663,2432,-2755,-70,14408,13549,15618
12:50,770,-1708,-5791,-7092,-5689,10625,2538,2339,13708,17642,26572
12:55,775,-1708,-5791,-7092,-5689,10625,2538,2339,13708,17642,26572
13:00,780,-1708,-5791,-7092,-5689,10625,2538,2339,13708,17642,26572
13:05,785,-2246,-6847,-8915,-9165,12156,3885,2730,10055,18299,19952
13:10,790,-2246,-6847,-8915,-9165,12156,3885,2730,10055,18299,19952
13:15,795,-2246,-6847,-8915,-9165,12156,3885,2730,10055,18299,19952
13:20,800,-2246,-6847,-8915,-9165,12156,3885,2730,10055,18299,19952
13:25,805,-5998,-10400,-10633,-12250,6966,1062,4465,4303,13762,-8723
13:30,810,-5998,-10400,-10633,-12250,6966,1062,4465,4303,13762,-8723
13:35,815,-5998,-10400,-10633,-12250,6966,1062,4465,4303,13762,-8723
13:40,820,-5998,-10400,-10633,-12250,6966,1062,4465,4303,13762,-8723
13:45,825,-5998,-10400,-10633,-12250,6966,1062,4465,4303,13762,-8723
13:50,830,-9808,-12977,-12620,-16616,4648,-2393,5407,2024,12805,-29530
13:55,835,-9808,-12977,-12620,-16616,4648,-2393,5407,2024,12805,-29530
14:00,840,-9808,-12977,-12620,-16616,4648,-2393,5407,2024,12805,-29530
14:05,845,-9808,-12977,-12620,-16616,4648,-2393,5407,2024,12805,-29530
14:10,850,-9246,-14934,-14720,-15248,6918,-3256,3697,783,14403,-31603
14:15,855,-9246,-14934,-14720,-15248,6918,-3256,3697,783,14403,-31603
14:20,860,-9246,-14934,-14720,-15248,6918,-3256,3697,783,14403,-31603
14:25,865,-9246,-14934,-14720,-15248,6918,-3256,3697,783,14403,-31603
14:30,870,-5006,-12312,-13578,-12241,2767,5796,-1720,4074,16434,-15786
14:35,875,-5006,-12312,-13578,-12241,2767,5796,-1720,4074,16434,-15786
14:40,880,-5006,-12312,-13578,-12241,2767,5796,-1720,4074,16434,-15786
14:45,885,8245,-12013,-7651,-10403,1566,6480,-6117,1083,22801,3991
14:50,890,8245,-12013,-7651,-10403,1566,6480,-6117,1083,22801,3991
14:55,895,8245,-12013,-7651,-10403,1566,6480,-6117,1083,22801,3991
15:00,900,8245,-12013,-7651,-10403,1566,6480,-6117,1083,22801,3991
15:05,905,8245,-12013,-7651,-10403,1566,6480,-6117,1083,22801,3991
15:10,910,17805,-4043,-1026,-15312,897,4455,-3789,-3604,29736,25119
15:15,915,17805,-4043,-1026,-15312,897,4455,-3789,-3604,29736,25119
15:20,920,17805,-4043,-1026,-15312,897,4455,-3789,-3604,29736,25119
15:25,925,17805,-4043,-1026,-15312,897,4455,-3789,-3604,29736,25119
15:30,930,35048,-1076,6932,-20123,1429,-95,1813,-3093,30045,50880
15:35,935,35048,-1076,6932,-20123,1429,-95,1813,-3093,30045,50880
15:40,940,35048,-1076,6932,-20123,1429,-95,1813,-3093,30045,50880
15:45,945,34218,-1824,17627,-20863,-2620,-4048,3058,377,30444,56369
15:50,950,34218,-1824,17627,-20863,-2620,-4048,3058,377,30444,56369
15:55,955,34218,-1824,17627,-20863,-2620,-4048,3058,377,30444,56369
16:00,960,34218,-1824,17627,-20863,-2620,-4048,3058,377,30444,56369
16:05,965,34218,-1824,17627,-20863,-2620,-4048,3058,377,30444,56369
16:10,970,43152,-1343,14805,-22060,448,-788,42,1957,27160,63373
16:15,975,43152,-1343,14805,-22060,448,-788,42,1957,27160,63373
16:20,980,43152,-1343,14805,-22060,448,-788,42,1957,27160,63373
16:25,985,43152,-1343,14805,-22060,448,-788,42,1957,27160,63373
16:30,990,40716,-3558,22099,-26213,-4476,-3767,-2566,5504,29843,57582
16:35,995,40716,-3558,22099,-26213,-4476,-3767,-2566,5504,29843,57582
16:40,1000,40716,-3558,22099,-26213,-4476,-3767,-2566,5504,29843,57582
16:45,1005,40716,-3558,22099,-26213,-4476,-3767,-2566,5504,29843,57582
16:50,1010,42851,-1711,16952,-25736,-10363,-8879,-436,4507,29686,46871
16:55,1015,42851,-1711,16952,-25736,-10363,-8879,-436,4507,29686,46871
17:00,1020,42851,-1711,16952,-25736,-10363,-8879,-436,4507,29686,46871
17:05,1025,46581,-5469,17482,-28768,-14680,-10991,1325,2390,27532,35402
17:10,1030,46581,-5469,17482,-28768,-14680,-10991,1325,2390,27532,35402
17:15,1035,46581,-5469,17482,-28768,-14680,-10991,1325,2390,27532,35402
17:20,1040,46581,-5469,17482,-28768,-14680,-10991,1325,2390,27532,35402
17:25,1045,46581,-5469,17482,-28768,-14680,-10991,1325,2390,27532,35402
17:30,1050,46904,-8722,14316,-30182,-19221,-11748,4848,3765,26981,26941
17:35,1055,46904,-8722,14316,-30182,-19221,-11748,4848,3765,26981,26941
17:40,1060,46904,-8722,14316,-30182,-19221,-11748,4848,3765,26981,26941
17:45,1065,46904,-8722,14316,-30182,-19221,-11748,4848,3765,26981,26941
17:50,1070,44781,-11183,17033,-30192,-18440,-12767,2435,-771,34329,25225
17:55,1075,44781,-11183,17033,-30192,-18440,-12767,2435,-771,34329,25225
18:00,1080,44781,-11183,17033,-30192,-18440,-12767,2435,-771,34329,25225
18:05,1085,44781,-11183,17033,-30192,-18440,-12767,2435,-771,34329,25225
18:10,1090,44006,-11800,22883,-24848,-21193,-14874,1486,-4321,34492,25831
18:15,1095,44006,-11800,22883,-24848,-21193,-14874,1486,-4321,34492,25831
18:20,1100,44006,-11800,22883,-24848,-21193,-14874,1486,-4321,34492,25831
18:25,1105,43327,-12422,22700,-24816,-24392,-15668,6220,-4991,36937,26895
18:30,1110,43327,-12422,22700,-24816,-24392,-15668,6220,-4991,36937,26895
18:35,1115,43327,-12422,22700,-24816,-24392,-15668,6220,-4991,36937,26895
18:40,1120,43327,-12422,22700,-24816,-24392,-15668,6220,-4991,36937,26895
18:45,1125,43327,-12422,22700,-24816,-24392,-15668,6220,-4991,36937,26895
18:50,1130,45310,-12511,24408,-29302,-21930,-11113,4830,-7174,40202,32720
18:55,1135,45310,-12511,24408,-29302,-21930,-11113,4830,-7174,40202,32720
19:00,1140,45310,-12511,24408,-29302,-21930,-11113,4830,-7174,40202,32720
19:05,1145,45310,-12511,24408,-29302,-21930,-11113,4830,-7174,40202,32720
19:10,1150,45310,-13373,22417,-30888,-22929,-9831,2902,-9162,42971,27417
19:15,1155,45310,-13373,22417,-30888,-22929,-9831,2902,-9162,42971,27417
19:20,1160,45310,-13373,22417,-30888,-22929,-9831,2902,-9162,42971,27417
19:25,1165,44125,-11650,20771,-21193,-25743,-10677,1764,-11473,46555,32479
19:30,1170,44125,-11650,20771,-21193,-25743,-10677,1764,-11473,46555,32479
19:35,1175,44125,-11650,20771,-21193,-25743,-10677,1764,-11473,46555,32479
19:40,1180,44125,-11650,20771,-21193,-25743,-10677,1764,-11473,46555,32479
19:45,1185,44125,-4228,21665,-19700,-26809,-11555,1592,-8984,46126,42232
19:50,1190,44125,-4228,21665,-19700,-26809,-11555,1592,-8984,46126,42232
19:55,1195,44125,-4228,21665,-19700,-26809,-11555,1592,-8984,46126,42232
20:00,1200,44125,-4228,21665,-19700,-26809,-11555,1592,-8984,46126,42232
20:05,1205,44125,-4228,21665,-19700,-26809,-11555,1592,-8984,46126,42232
20:10,1210,43877,-5372,21488,-15675,-27076,-12889,730,-9518,46126,41691
20:15,1215,43877,-5372,21488,-15675,-27076,-12889,730,-9518,46126,41691
20:20,1220,43877,-5372,21488,-15675,-27076,-12889,730,-9518,46126,41691
