group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,5,0.5,False,12:07,0055,8,12:05,8,1,0,1,3,12,15,1,4240,2,46906,1
g2,8,0,False,11:49,0047,7,11:45,7,1,0,1,3,8,11,2,2622,5,-6083,6
g3,4,0.6,False,10:27,0057,1,10:25,1,1,0,1,2,8,10,3,1142,7,18958,3
g4,7,0.4,False,10:32,0058,2,10:30,2,1,0,1,0,0,0,8,3007,4,4998,4
g5,2,1.4,False,10:38,0059,3,10:35,3,1,0,1,2,4,6,5,-4151,8,-25772,9
g6,1,1.5,True,12:29,0051,9,12:25,9,1,0,1,1,0,1,7,9052,1,-8622,7
g7,3,1.25,False,11:07,0052,5,11:05,4,1,0,1,1,4,5,6,-5417,9,-159,5
g8,6,0.5,False,11:06,0062,4,11:05,5,1,0,1,0,0,0,9,3291,3,-11650,8
g9,9,0,False,11:24,0054,6,11:20,6,1,0,1,3,6,9,4,2031,6,45161,2
