group,machines,machine_count,initial_hit_count,unique_machines_with_initial_hit,09-12_initial_hit_count,12-15_initial_hit_count,15-18_initial_hit_count,18-close_initial_hit_count,final_total
g1,"046,055,064,073",4,18,4,0,7,9,2,46906
g2,"047,056,065,074",4,16,3,1,8,5,2,-6083
g3,"039,048,057,066,075",5,24,5,2,4,15,3,18958
g4,"040,049,058,067,076",5,20,5,3,5,5,7,4998
g5,"041,050,059,068,077",5,18,5,1,9,4,4,-25772
g6,"042,051,060,069",4,13,4,0,6,4,3,-8622
g7,"043,052,061,070",4,13,4,2,6,4,1,-159
g8,"044,053,062,071",4,16,4,3,3,6,4,-11650
g9,"045,054,063,072",4,24,4,3,10,8,3,45161
